Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0004611	Plc21C	chr2L	+	305935	355566	0.124740	1.815554	3.095981
FBgn0263872	lncRNA:CR43719	chr2L	-	308537	309348	0.273399	3.979241	6.785618
FBgn0031248	CG11912	chr2L	-	318362	319259	0.000000	0.000000	0.000000
FBgn0031249	CG11911	chr2L	-	320279	321248	0.000000	0.000000	0.000000
FBgn0053127	CG33127	chr2L	+	322101	323091	0.074672	1.086829	1.853320
FBgn0264086	CG43755	chr2L	-	325522	329761	0.000000	0.000000	0.000000
FBgn0051921	CG31921	chr2L	-	329910	332335	0.000000	0.000000	0.000000
FBti0019096	-	chr2L	-	347941	355383	0.347121	5.052243	8.615359
FBgn0031250	Ent1	chr2L	-	355565	357874	1.105036	16.083471	27.426409
FBgn0266907	asRNA:CR45367	chr2L	+	355663	356891	0.320314	13.986254	23.850121
FBgn0266906	asRNA:CR45366	chr2L	+	357329	358174	0.000000	0.000000	0.000000
STRG.33	-	chr2L	-	308537	309348	0.273399	3.979241	6.785618
STRG.34	-	chr2L	+	322101	323091	0.074672	1.086829	1.853320
STRG.35	-	chr2L	-	347941	355383	0.347121	5.052243	8.615359
STRG.36	-	chr2L	+	355663	356891	0.320314	13.986254	23.850121
STRG.37	-	chr2L	-	356932	357867	2.253901	32.804859	55.940628
FBgn0003278	RpI135	chr2L	+	404285	407969	0.881033	12.823174	21.866774
FBgn0264855	AP-2alpha	chr2L	-	408030	414777	2.143678	31.200594	53.204952
STRG.38	-	chr2L	-	409532	414758	2.800061	40.754051	69.496033
FBgn0263933	ebi	chr2L	+	415067	418536	2.362489	34.654907	59.095432
FBgn0031252	CG13690	chr2L	-	418434	419652	1.301066	18.936628	32.291771
STRG.39	-	chr2L	+	415067	418536	2.362489	34.654907	59.095432
STRG.40	-	chr2L	-	418434	419652	1.301066	18.936628	32.291771
FBgn0002593	RpLP1	chr2L	+	419952	420864	127.981773	2371.550537	4044.097168
FBgn0031253	CG11885	chr2L	-	420895	421450	1.595324	23.219467	39.595097
STRG.41	-	chr2L	+	419952	420864	127.981773	2371.550537	4044.097168
STRG.42	-	chr2L	-	420895	421450	1.595324	23.219467	39.595097
FBgn0031254	CG13692	chr2L	+	421771	422489	0.500752	7.288296	12.428399
FBgn0031255	BBS8	chr2L	+	422873	425321	0.081895	1.191957	2.032591
FBgn0004583	ex	chr2L	+	431227	448701	2.027578	29.510796	50.323418
FBgn0263870	lncRNA:CR43717	chr2L	+	439539	440104	0.000000	0.000000	0.000000
FBgn0015924	crq	chr2L	-	448254	453024	2.552669	37.153336	63.355892
FBti0063763	-	chr2L	-	451600	451692	0.000000	0.000000	0.000000
FBgn0031256	shv	chr2L	+	453108	454654	4.873707	70.935356	120.962830
FBgn0262510	CR43080	chr2L	+	454754	455313	1.625556	23.659483	40.345440
FBgn0031257	CG4133	chr2L	+	455531	458745	2.376609	34.590836	58.986179
STRG.43	-	chr2L	+	438383	448426	2.270398	33.044968	56.350079
STRG.44	-	chr2L	-	449230	450817	4.347665	63.278969	107.906746
STRG.45	-	chr2L	+	453108	454654	4.873707	70.935356	120.962830
STRG.46	-	chr2L	+	454754	455313	1.625556	23.659483	40.345440
STRG.47	-	chr2L	+	456795	458651	2.904679	42.276741	72.092598
FBgn0031258	CG4297	chr2L	-	458876	472200	0.123890	1.803182	3.074884
FBgn0027592	MED15	chr2L	+	473013	476170	2.780478	40.469028	69.009995
STRG.48	-	chr2L	+	474073	475167	3.046061	44.334511	75.601624
FBgn0003963	ush	chr2L	+	476220	540560	2.070913	30.141523	51.398968
FBgn0043364	cbt	chr2L	-	476446	479688	1.821770	40.285507	68.697044
FBgn0267991	lncRNA:CR46258	chr2L	+	490835	492649	1.245730	18.801239	32.060898
FBgn0267992	lncRNA:CR46259	chr2L	-	500873	502236	1.836510	26.729855	45.581207
FBgn0010602	lwr	chr2L	-	540599	542580	4.009120	92.430244	157.617096
FBgn0031260	Spp	chr2L	-	542786	544653	5.770161	83.982979	143.212341
FBgn0005660	Ets21C	chr2L	-	544925	552923	1.574684	22.919058	39.082825
FBgn0031261	nAChRbeta3	chr2L	+	545129	547096	5.305774	138.051163	235.412354
STRG.49	-	chr2L	-	476446	479688	1.821770	40.285507	68.697044
STRG.50	-	chr2L	+	489660	537432	1.943314	42.407772	72.316048
STRG.51	-	chr2L	-	500873	502236	1.836510	26.729855	45.581207
STRG.52	-	chr2L	-	508817	511666	3.000000	43.664108	74.458412
STRG.53	-	chr2L	+	537852	540508	3.118878	45.434586	77.477524
STRG.54	-	chr2L	-	541237	542580	5.775116	92.430244	157.617096
STRG.55	-	chr2L	-	542786	544653	5.770161	83.982979	143.212341
STRG.56	-	chr2L	+	545129	547096	5.305774	138.051163	235.412354
FBgn0260933	rempA	chr2L	-	553742	560310	0.861350	12.536693	21.378252
FBgn0031263	Tspo	chr2L	+	559612	560523	3.962715	94.255768	160.730072
STRG.57	-	chr2L	+	559612	560523	3.962715	94.255768	160.730072
FBgn0031264	CG11835	chr2L	-	560568	563819	0.021833	0.371727	0.633889
STRG.58	-	chr2L	-	560568	563347	0.025540	0.371727	0.633889
FBgn0031265	CG2794	chr2L	+	564163	566472	1.006061	14.869738	25.356688
FBgn0021874	Nle	chr2L	-	566366	568121	1.279040	18.616047	31.745096
STRG.59	-	chr2L	+	564163	566472	1.006061	14.869738	25.356688
STRG.60	-	chr2L	-	566544	566982	1.333333	19.406265	33.092621
FBgn0031266	Sf3b1	chr2L	+	568340	572907	1.444547	21.024952	35.852894
FBgn0031267	Ipk2	chr2L	-	573033	574264	1.501623	21.855677	37.269489
STRG.61	-	chr2L	+	568419	569252	1.427504	20.776896	35.429893
STRG.62	-	chr2L	-	573033	574264	1.501623	21.855677	37.269489
FBgn0031268	cold	chr2L	+	574291	575734	0.543178	7.905795	13.481391
FBgn0013323	Ptth	chr2L	-	575711	576896	0.000000	0.000000	0.000000
FBgn0031270	CG13689	chr2L	+	602813	604430	0.047711	0.694419	1.184162
FBgn0284247	ds	chr2L	-	640013	714983	0.000000	0.000000	0.000000
FBti0019098	-	chr2L	-	686974	695955	0.033504	0.487641	0.831552
FBgn0266323	lncRNA:CR44988	chr2L	+	710568	715307	0.000000	0.000000	0.000000
STRG.63	-	chr2L	-	686974	695955	0.033504	0.487641	0.831552
FBgn0031275	GABA-B-R3	chr2L	+	749945	762399	0.008257	0.120178	0.204934
FBti0019099	-	chr2L	-	770516	772243	0.004282	0.062323	0.106277
STRG.64	-	chr2L	-	770516	772243	0.004282	0.062323	0.106277
FBgn0051658	Nnf1b	chr2L	+	810577	811531	0.632184	9.201250	15.690473
STRG.65	-	chr2L	+	810851	811154	1.308017	19.037798	32.464291
FBgn0086130	Dbp21E2	chr2L	+	811584	813380	0.635681	9.252147	15.777266
FBgn0031281	Saf6	chr2L	-	813314	815950	0.626656	9.120791	15.553270
FBgn0031282	Pex12	chr2L	+	815993	818096	0.316540	4.607145	7.856355
FBgn0031283	CG15880	chr2L	-	816994	817950	0.000000	0.000000	0.000000
FBgn0031284	PGAP2	chr2L	-	818079	819508	0.563504	8.201632	13.985871
STRG.66	-	chr2L	+	815993	818096	0.316540	4.607145	7.856355
FBgn0015621	Clp	chr2L	+	819964	821209	1.897271	27.614216	47.089264
STRG.67	-	chr2L	+	819964	821209	1.897271	27.614216	47.089264
FBgn0031285	CG3662	chr2L	+	821289	824337	5.145205	115.374802	196.743393
FBgn0031286	CG3862	chr2L	-	824329	825861	0.962166	14.004040	23.880451
FBgn0010583	dock	chr2L	+	825969	833241	2.171888	31.611185	53.905109
STRG.68	-	chr2L	+	821422	824337	5.385398	115.374802	196.743393
STRG.69	-	chr2L	-	824329	825861	0.962166	14.004040	23.880451
STRG.70	-	chr2L	+	829304	831084	2.850820	41.492836	70.755844
FBgn0020304	drongo	chr2L	-	833584	851071	5.177934	95.530403	162.903641
FBgn0264869	lncRNA:CR44060	chr2L	+	850702	851163	0.000000	0.000000	0.000000
STRG.71	-	chr2L	-	833584	851071	5.790645	95.530403	162.903641
FBgn0031287	CG4291	chr2L	-	851251	852730	0.648855	9.443891	16.104239
FBgn0020545	kraken	chr2L	+	852768	854539	4.376515	67.808487	115.630714
STRG.72	-	chr2L	+	852768	854539	4.376515	67.808487	115.630714
FBgn0266884	lncRNA:CR45345	chr2L	+	857403	860079	0.041091	0.598067	1.019857
FBgn0262177	mir-375	chr2L	+	857542	857632	0.000000	0.000000	0.000000
FBtr0472769_df_nrg	-	chr2L	+	857556	857579	0.000000	0.000000	0.000000
FBtr0304183_df_nrg	-	chr2L	+	857596	857617	0.000000	0.000000	0.000000
STRG.73	-	chr2L	+	857403	860079	0.041091	0.598067	1.019857
FBgn0029095	aru	chr2L	-	861849	868354	5.827576	90.174133	153.769852
FBgn0086031	snoRNA:Me28S-U1230	chr2L	-	865366	865493	2.242188	32.634380	55.649918
STRG.74	-	chr2L	-	861849	868354	6.333333	99.748047	170.095795
STRG.75	-	chr2L	-	865366	865493	2.242188	32.634380	55.649918
FBgn0020305	dbe	chr2L	-	868673	869857	1.833755	26.689758	45.512829
STRG.76	-	chr2L	-	868673	869857	1.833755	26.689758	45.512829
FBgn0053526	PNUTS	chr2L	+	870465	877038	1.884488	27.428162	46.771996
STRG.77	-	chr2L	+	871651	872082	1.613699	23.486908	40.051155
STRG.78	-	chr2L	+	872206	876796	2.618817	38.116100	64.997650
FBgn0031292	CG15824	chr2L	-	877172	885141	0.010464	0.152300	0.259711
FBgn0002936	ninaA	chr2L	+	877302	878270	0.000000	0.000000	0.000000
FBgn0028481	CG4341	chr2L	+	922793	958098	0.008894	0.129450	0.220744
FBti0019100	-	chr2L	+	976935	984512	0.006836	0.099496	0.169666
STRG.79	-	chr2L	+	976935	984512	0.006836	0.099496	0.169666
FBti0019101	-	chr2L	-	996780	1005816	0.039077	0.568754	0.969870
STRG.80	-	chr2L	-	996780	1005816	0.039077	0.568754	0.969870
FBgn0031294	IA-2	chr2L	-	1008378	1048053	0.000000	0.000000	0.000000
FBgn0287617	asRNA:CR46486	chr2L	+	1019659	1028737	0.000000	0.000000	0.000000
FBgn0031295	CG4375	chr2L	-	1026105	1026897	0.000000	0.000000	0.000000
FBgn0031296	CG4415	chr2L	+	1037246	1038685	0.159140	2.508648	4.277884
STRG.81	-	chr2L	+	1037246	1038533	0.172360	2.508648	4.277884
FBgn0003310	S	chr2L	-	1049674	1077815	1.347868	19.617817	33.453369
FBgn0015905	ast	chr2L	+	1077948	1080803	1.169763	17.025551	29.032898
FBgn0031298	Atg4a	chr2L	+	1080911	1085380	1.243502	34.155056	58.243057
FBgn0031299	CG4629	chr2L	-	1083091	1102504	0.047512	0.691523	1.179223
STRG.82	-	chr2L	-	1050480	1053051	1.153467	16.788368	28.628441
STRG.83	-	chr2L	-	1061239	1077800	2.090675	30.429153	51.889450
STRG.84	-	chr2L	+	1077960	1078825	1.320988	19.226587	32.786224
STRG.85	-	chr2L	+	1080911	1083378	2.247110	32.706017	55.772079
FBgn0261938	mtRNApol	chr2L	-	1103254	1108373	1.000212	14.557787	24.824732
STRG.86	-	chr2L	-	1103881	1107081	1.146097	16.681099	28.445520
STRG.87	-	chr2L	-	1107377	1108305	1.142151	16.623669	28.347584
FBgn0031301	CG14339	chr2L	+	1108540	1112694	0.015922	0.231740	0.395176
FBgn0031302	CG14340	chr2L	+	1112941	1114138	0.035922	0.522834	0.891565
FBgn0016926	Pino	chr2L	-	1114654	1128953	1.824990	26.562187	45.295284
STRG.88	-	chr2L	-	1116444	1117511	3.165079	46.066784	78.555588
STRG.89	-	chr2L	-	1128147	1128824	1.677273	24.412210	41.629028
FBgn0031304	TBC1D23	chr2L	+	1129316	1132411	2.841540	41.357769	70.525520
FBgn0031305	Iris	chr2L	-	1132332	1134098	0.041879	0.914297	1.559110
STRG.90	-	chr2L	+	1129348	1131162	2.925433	42.578804	72.607697
STRG.91	-	chr2L	-	1132332	1134098	0.041879	0.914297	1.559110
FBgn0267281	lncRNA:CR45717	chr2L	+	1142869	1143216	0.014368	0.209122	0.356606
FBgn0031307	MFS3	chr2L	+	1143201	1147395	2.961557	43.104580	73.504280
STRG.92	-	chr2L	+	1142869	1143216	0.014368	0.209122	0.356606
STRG.93	-	chr2L	+	1143213	1146825	3.288639	47.865177	81.622307
FBgn0283525	l(2)10685	chr2L	+	1147822	1149449	0.453931	6.606831	11.266327
FBgn0031309	Tfb4	chr2L	-	1149445	1150677	1.771772	25.787615	43.974442
FBgn0031310	Vps29	chr2L	+	1150766	1151764	3.087087	45.107700	76.920105
FBgn0261458	capt	chr2L	-	1151678	1158262	8.907516	205.432068	350.313934
STRG.94	-	chr2L	+	1147822	1149449	0.453931	6.606831	11.266327
STRG.95	-	chr2L	-	1149445	1150677	1.771772	25.787615	43.974442
STRG.96	-	chr2L	+	1150766	1151764	3.087087	45.107700	76.920105
STRG.97	-	chr2L	-	1151678	1158262	14.116667	205.463882	350.368195
FBgn0264267	asRNA:CR43767	chr2L	-	1158576	1159355	0.000000	0.000000	0.000000
FBgn0031312	Tango14	chr2L	+	1158661	1160220	5.241352	76.974609	131.261292
FBgn0031313	CG5080	chr2L	-	1160290	1163886	3.349255	51.761005	88.265686
STRG.98	-	chr2L	+	1158661	1160220	5.241352	76.974609	131.261292
STRG.99	-	chr2L	-	1160290	1163886	3.349255	51.761005	88.265686
FBgn0031314	IntS14	chr2L	+	1164443	1166425	0.734026	10.683530	18.218138
FBgn0031315	CG14341	chr2L	+	1166506	1167211	1.136223	16.537388	28.200453
FBgn0024314	Plap	chr2L	-	1167172	1170365	2.456575	35.754719	60.970890
FBgn0051922	CG31922	chr2L	+	1170181	1170789	0.297787	4.334201	7.390916
FBgn0031317	Charon	chr2L	-	1170753	1172805	1.888951	27.493118	46.882763
STRG.100	-	chr2L	+	1164443	1166425	0.734026	10.683530	18.218138
STRG.101	-	chr2L	+	1166506	1167211	1.136223	16.537388	28.200453
STRG.102	-	chr2L	-	1168051	1169562	2.760302	40.175373	68.509232
STRG.103	-	chr2L	-	1171033	1171909	2.931846	42.672146	72.766869
FBgn0031318	CG4887	chr2L	+	1173009	1177589	1.912967	27.842665	47.478828
FBgn0031319	CG4896	chr2L	+	1177690	1182454	0.738878	10.754149	18.338560
FBgn0031320	CG5126	chr2L	-	1182297	1184020	0.242951	3.536080	6.029915
FBgn0031321	Tgt	chr2L	+	1184065	1185698	0.854406	12.435625	21.205904
FBgn0031322	CG5001	chr2L	+	1185757	1196807	0.373925	5.442367	9.280621
STRG.104	-	chr2L	+	1173063	1174271	1.938776	28.218307	48.119392
STRG.105	-	chr2L	+	1174875	1175417	1.787062	26.010155	44.353931
STRG.106	-	chr2L	+	1175578	1177183	2.376091	34.583294	58.973320
STRG.107	-	chr2L	+	1178387	1179069	1.177419	17.136984	29.222916
STRG.108	-	chr2L	+	1181857	1182329	1.127451	16.409712	27.982737
STRG.109	-	chr2L	+	1184065	1185698	0.854406	12.435625	21.205904
STRG.110	-	chr2L	+	1186271	1191468	1.177419	17.136984	29.222916
STRG.111	-	chr2L	+	1191615	1192597	1.717799	25.002052	42.634861
FBgn0259229	CG42329	chr2L	+	1219293	1229802	0.000000	0.000000	0.000000
FBti0019102	-	chr2L	+	1220184	1227592	0.268119	3.902392	6.654572
STRG.112	-	chr2L	+	1220184	1227592	0.268119	3.902392	6.654572
FBgn0031327	CG5397	chr2L	+	1240036	1243018	0.777127	11.310853	19.287880
STRG.113	-	chr2L	+	1240036	1243018	0.777127	11.310853	19.287880
FBgn0266203	lncRNA:CR44898	chr2L	-	1380083	1381326	0.148714	2.164488	3.691003
FBgn0002543	robo2	chr2L	-	1380086	1420453	0.505479	7.357096	12.545720
FBgn0266202	asRNA:CR44897	chr2L	+	1381211	1382796	0.138714	2.018941	3.442808
STRG.114	-	chr2L	-	1380083	1381326	0.148714	2.164488	3.691003
STRG.115	-	chr2L	+	1381211	1382796	0.138714	2.018941	3.442808
STRG.116	-	chr2L	-	1394475	1395979	1.019391	14.836931	25.300743
FBgn0051928	CG31928	chr2L	+	1492295	1493859	0.047284	0.688205	1.173564
STRG.117	-	chr2L	+	1492295	1493859	0.047284	0.688205	1.173564
FBgn0031344	CG7420	chr2L	-	1500784	1502904	0.841905	12.253677	20.895636
FBgn0264873	asRNA:CR44064	chr2L	+	1500830	1504204	0.031732	0.461850	0.787571
FBgn0261509	haf	chr2L	+	1555129	1609389	0.037993	0.552977	0.942966
FBti0019104	-	chr2L	+	1570745	1573554	0.025018	0.364130	0.620934
FBgn0031347	CG10869	chr2L	-	1584866	1587155	0.033229	0.483638	0.824726
FBgn0051935	CG31935	chr2L	-	1594822	1611157	0.477436	6.948939	11.849709
STRG.118	-	chr2L	+	1570745	1573554	0.025018	0.364130	0.620934
FBgn0031351	CG14352	chr2L	+	1611410	1612576	0.287379	4.182716	7.132595
FBgn0021906	RFeSP	chr2L	-	1612429	1614160	8.603757	148.357071	252.986557
STRG.119	-	chr2L	-	1612429	1614160	8.603757	148.357071	252.986557
FBgn0086758	chinmo	chr2L	+	1651258	1704682	1.702715	61.314247	104.556389
FBti0019106	-	chr2L	+	1679032	1686439	0.232155	3.378947	5.761964
STRG.120	-	chr2L	+	1651258	1704682	3.192572	61.063587	104.128944
STRG.121	-	chr2L	+	1679032	1686439	0.232155	3.378947	5.761964
FBgn0011570	cpb	chr2L	+	1704902	1706962	6.010758	112.148453	191.241638
FBgn0031356	CG17660	chr2L	-	1707132	1710421	2.018980	29.385653	50.110016
FBgn0266311	asRNA:CR44976	chr2L	+	1708452	1709244	0.683286	9.945024	16.958797
FBgn0031357	mRpL48	chr2L	+	1710462	1711465	1.631646	24.429792	41.659012
FBgn0086698	frtz	chr2L	-	1711302	1715851	0.469235	6.829576	11.646164
FBti0019107	-	chr2L	-	1711411	1711678	0.081026	1.179309	2.011022
STRG.122	-	chr2L	+	1704902	1706777	7.632935	111.095093	189.445404
STRG.123	-	chr2L	-	1707141	1708677	2.515196	36.607941	62.425858
STRG.124	-	chr2L	-	1709658	1710089	2.296167	33.420025	56.989651
STRG.125	-	chr2L	+	1710462	1711465	1.631646	24.429792	41.659012
STRG.126	-	chr2L	-	1711411	1711678	0.081026	1.179309	2.011022
FBgn0031359	Rim2	chr2L	-	1716244	1724388	1.391808	20.257351	34.543938
STRG.127	-	chr2L	-	1716576	1718130	1.977778	28.785969	49.087402
STRG.128	-	chr2L	-	1718434	1718904	2.545139	37.043743	63.169003
FBgn0000579	Eno	chr2L	-	1724768	1729636	9.465304	234.651993	400.141357
FBgn0260648	Rrp40	chr2L	+	1728732	1729762	0.897187	13.058290	22.267706
FBgn0031360	CG31937	chr2L	+	1729887	1731070	1.934122	28.150570	48.003883
FBgn0031361	CG17652	chr2L	-	1731033	1732356	0.260434	3.790539	6.463834
STRG.129	-	chr2L	-	1724847	1728199	16.052511	270.154999	460.683044
STRG.130	-	chr2L	+	1728732	1729762	0.897187	13.058290	22.267706
STRG.131	-	chr2L	+	1729887	1731070	1.934122	28.150570	48.003883
FBgn0264494	CG17646	chr2L	+	1732524	1750612	0.174499	2.539781	4.330973
FBgn0027597	CG17712	chr2L	-	1750687	1752122	0.942201	13.713455	23.384930
